0	0.082237
1	0.077389
2	0.064438
3	0.050159
4	0.041580
5	0.035721
6	0.030075
7	0.026005
8	0.021111
9	0.018024
10	0.015297
11	0.013454
12	0.011333
13	0.009972
14	0.008495
15	0.007507
16	0.006668
17	0.005680
18	0.005108
19	0.004677
20	0.004139
21	0.003685
22	0.003063
23	0.002796
24	0.002441
25	0.002323
26	0.002033
27	0.001900
28	0.001701
29	0.001450
30	0.001343
31	0.001129
32	0.001171
33	0.000896
34	0.000824
35	0.000740
36	0.000652
37	0.000618
38	0.000572
39	0.000538
40	0.000446
41	0.000404
42	0.000370
43	0.000282
44	0.000309
45	0.000217
46	0.000244
47	0.000187
48	0.000195
49	0.000141
50	0.000130
51	0.000076
52	0.000103
53	0.000118
54	0.000092
55	0.000080
56	0.000050
57	0.000061
58	0.000088
59	0.000069
60	0.000065
61	0.000099
62	0.000080
63	0.000088
64	0.000080
65	0.000111
66	0.000099
67	0.000095
68	0.000122
69	0.000092
70	0.000088
71	0.000080
72	0.000042
73	0.000072
74	0.000031
75	0.000053
76	0.000042
77	0.000031
78	0.000019
79	0.000011
80	0.000008
81	0.000015
82	0.000011
83	0.000015
84	0.000019
85	0.000019
86	0.000004
87	0.000008
88	0.000008
89	0.000011
90	0.000004
91	0.000019
92	0.000000
93	0.000004
94	0.000004
95	0.000000
96	0.000000
97	0.000000
98	0.000008
99	0.000004
100	0.000004
101	0.000000
102	0.000004
103	0.000000
104	0.000000
105	0.000000
106	0.000011
107	0.000000
108	0.000004
109	0.000011
110	0.000000
111	0.000000
112	0.000008
113	0.000000
114	0.000000
115	0.000000
116	0.000004
117	0.000000
118	0.000000
119	0.000000
120	0.000000
121	0.000000
122	0.000000
123	0.000000
124	0.000000
125	0.000000
126	0.000000
127	0.000000
128	0.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	0.000000
134	0.000000
135	0.000000
136	0.000000
137	0.000000
138	0.000000
139	0.000000
140	0.000000
141	0.000000
142	0.000000
143	0.000000
144	0.000000
145	0.000000
146	0.000000
147	0.000000
148	0.000000
149	0.000000
150	0.000000
151	0.000000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	0.000000
157	0.000000
158	0.000000
159	0.000000
160	0.000000
161	0.000000
162	0.000000
163	0.000000
164	0.000000
165	0.000000
166	0.000000
167	0.000000
168	0.000000
169	0.000000
170	0.000000
171	0.000000
172	0.000000
173	0.000000
174	0.000000
175	0.000000
176	0.000004
177	0.000000
178	0.000000
179	0.000000
180	0.000000
181	0.000000
182	0.000000
183	0.000000
184	0.000000
185	0.000000
186	0.000000
187	0.000000
188	0.000004
189	0.000004
190	0.000004
191	0.000015
192	0.000000
193	0.000011
194	0.000008
195	0.000000
196	0.000011
197	0.000008
198	0.000019
199	0.000023
200	0.000015
201	0.000019
202	0.000023
203	0.000027
204	0.000046
205	0.000034
206	0.000053
207	0.000069
208	0.000084
209	0.000084
210	0.000156
211	0.000080
212	0.000179
213	0.000153
214	0.000172
215	0.000195
216	0.000210
217	0.000244
218	0.000267
219	0.000328
220	0.000351
221	0.000496
222	0.000507
223	0.000587
224	0.000690
225	0.000908
226	0.000874
227	0.000988
228	0.001266
229	0.001537
230	0.001698
231	0.001781
232	0.002026
233	0.002293
234	0.002743
235	0.003212
236	0.003426
237	0.003841
238	0.004803
239	0.005615
240	0.006088
241	0.007385
242	0.008587
243	0.009766
244	0.011593
245	0.013515
246	0.015705
247	0.018597
248	0.020889
249	0.024769
250	0.027573
251	0.031971
252	0.036568
253	0.041416
254	0.049248
255	0.059925
