0	0.005459
1	0.000458
2	0.000694
3	0.000854
4	0.000847
5	0.001102
6	0.001507
7	0.001770
8	0.001869
9	0.002258
10	0.002617
11	0.002911
12	0.003220
13	0.003376
14	0.003895
15	0.004791
16	0.004528
17	0.005024
18	0.005398
19	0.005947
20	0.005901
21	0.006306
22	0.006744
23	0.007416
24	0.007561
25	0.007404
26	0.007286
27	0.007805
28	0.008209
29	0.007706
30	0.007900
31	0.009029
32	0.008171
33	0.008018
34	0.007832
35	0.008354
36	0.007969
37	0.007938
38	0.007320
39	0.007675
40	0.007549
41	0.007561
42	0.006783
43	0.007103
44	0.006756
45	0.006207
46	0.006344
47	0.006485
48	0.006195
49	0.005711
50	0.005836
51	0.005581
52	0.005203
53	0.005280
54	0.005280
55	0.005100
56	0.004604
57	0.004604
58	0.004353
59	0.004154
60	0.004436
61	0.004017
62	0.003929
63	0.004585
64	0.004044
65	0.003609
66	0.003582
67	0.003868
68	0.003540
69	0.003410
70	0.003460
71	0.003567
72	0.003227
73	0.003227
74	0.002945
75	0.003059
76	0.003181
77	0.002735
78	0.002991
79	0.003155
80	0.002922
81	0.002842
82	0.002766
83	0.002754
84	0.002735
85	0.002449
86	0.002552
87	0.002666
88	0.002625
89	0.002533
90	0.002472
91	0.002411
92	0.002579
93	0.002415
94	0.002209
95	0.002533
96	0.002621
97	0.002174
98	0.002254
99	0.002262
100	0.002232
101	0.001984
102	0.002125
103	0.002117
104	0.002029
105	0.001953
106	0.002113
107	0.001904
108	0.002151
109	0.001827
110	0.001804
111	0.001896
112	0.002190
113	0.001770
114	0.001751
115	0.001873
116	0.001884
117	0.001698
118	0.001884
119	0.001793
120	0.001755
121	0.001530
122	0.001488
123	0.001553
124	0.001682
125	0.001617
126	0.001686
127	0.001945
128	0.001926
129	0.001408
130	0.001545
131	0.001568
132	0.001400
133	0.001534
134	0.001472
135	0.001690
136	0.001495
137	0.001759
138	0.001579
139	0.001602
140	0.001713
141	0.001537
142	0.001648
143	0.001804
144	0.001701
145	0.001629
146	0.001743
147	0.001686
148	0.001816
149	0.001698
150	0.001804
151	0.001842
152	0.001839
153	0.001923
154	0.001873
155	0.001759
156	0.001949
157	0.001923
158	0.001877
159	0.001961
160	0.002171
161	0.001919
162	0.001877
163	0.002045
164	0.002182
165	0.002022
166	0.001984
167	0.002228
168	0.002193
169	0.002087
170	0.002377
171	0.002411
172	0.002373
173	0.002506
174	0.002647
175	0.002693
176	0.003162
177	0.002975
178	0.003265
179	0.003609
180	0.003960
181	0.003929
182	0.004158
183	0.004555
184	0.005444
185	0.005341
186	0.005451
187	0.006374
188	0.006870
189	0.006706
190	0.007202
191	0.008087
192	0.009621
193	0.009781
194	0.009918
195	0.010956
196	0.011024
197	0.011250
198	0.011417
199	0.011818
200	0.011089
201	0.010452
202	0.009808
203	0.008759
204	0.008575
205	0.007450
206	0.006855
207	0.006901
208	0.006290
209	0.006310
210	0.005707
211	0.005947
212	0.005322
213	0.004837
214	0.004601
215	0.004467
216	0.004356
217	0.004066
218	0.004158
219	0.004250
220	0.004665
221	0.004353
222	0.005165
223	0.005260
224	0.006371
225	0.005909
226	0.006123
227	0.006508
228	0.007267
229	0.007854
230	0.010296
231	0.011200
232	0.009995
233	0.006691
234	0.003780
235	0.002201
236	0.001793
237	0.001377
238	0.001041
239	0.000816
240	0.000828
241	0.000534
242	0.000397
243	0.000328
244	0.000153
245	0.000137
246	0.000092
247	0.000031
248	0.000008
249	0.000004
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
